Location;Industry;Subcategory_ID;Hierarchy_Level;Data_Type;Global_Brand_Owner;Unit;Year_text;Year_date;Year_minus_2016;Volume
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Drinks & Food Vertriebs GmbH;000 litres;2019;31-12-19;7;2,882685198
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Stock Spirits Group;000 litres;2016;31-12-16;4;2,437355111
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Stock Spirits Group;000 litres;2017;Sun, 31 December 2017;5;2,343530821
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Stock Spirits Group;000 litres;2018;31-Dec-18;6;2,249789837
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Stock Spirits Group;000 litres;2019;Tue, 31 December 2019;7;2,234200021
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Giacobazzi Grandi Vini;000 litres;2016;Saturday, 31 Dec 2016;4;2,390555963
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Giacobazzi Grandi Vini;000 litres;2017;31-12-17;5;2,362987129
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Giacobazzi Grandi Vini;000 litres;2018;Monday, 31 Dec 2018;6;2,327542184
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Giacobazzi Grandi Vini;000 litres;2019;Tuesday, 31 Dec 2019;7;2,321399895
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Dragonyte Brewery;000 litres;2016;31-Dec-16;4;5,288255393
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Dragonyte Brewery;000 litres;2017;Sunday, 31 Dec 2017;5;3,522879347
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Dragonyte Brewery;000 litres;2018;31-12-18;6;3,009128276
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Dragonyte Brewery;000 litres;2019;Tuesday, 31 Dec 2019;7;2,563954006
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Global Brands Ltd;000 litres;2016;Saturday, 31 Dec 2016;4;2,580229839
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Global Brands Ltd;000 litres;2017;Sunday, 31 Dec 2017;5;2,124649897
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Global Brands Ltd;000 litres;2018;31-Dec-18;6;1,893815854
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Global Brands Ltd;000 litres;2019;31-Dec-19;7;1,751307853
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;KrÃ¶nleins Bryggeri AB;000 litres;2016;Saturday, 31 Dec 2016;4;1,29676362
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;KrÃ¶nleins Bryggeri AB;000 litres;2017;31-Dec-17;5;1,227932547
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;KrÃ¶nleins Bryggeri AB;000 litres;2018;31 12 2018;6;1,378224396
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;KrÃ¶nleins Bryggeri AB;000 litres;2019;31 12 2019;7;1,436293191
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;FÃ©lix SolÃ­s Avantis SA;000 litres;2016;Saturday, 31 Dec 2016;4;2,451189897
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;FÃ©lix SolÃ­s Avantis SA;000 litres;2017;31-12-17;5;2,346543429
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;FÃ©lix SolÃ­s Avantis SA;000 litres;2018;Monday, 31 Dec 2018;6;2,165113107
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;FÃ©lix SolÃ­s Avantis SA;000 litres;2019;Tuesday, 31 Dec 2019;7;1,878626151
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Grands Chais de France SA, Les;000 litres;2016;31-Dec-16;4;1,587491732
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Grands Chais de France SA, Les;000 litres;2017;31-12-17;5;1,57486674
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Grands Chais de France SA, Les;000 litres;2018;Monday, 31 Dec 2018;6;1,552119963
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Grands Chais de France SA, Les;000 litres;2019;31-12-19;7;1,492851623
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Cult A/S;000 litres;2016;31-12-16;4;0,728742117
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Cult A/S;000 litres;2017;Sunday, 31 Dec 2017;5;1,086101364
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Cult A/S;000 litres;2018;31-12-18;6;1,331598555
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Cult A/S;000 litres;2019;Tue, 31 December 2019;7;1,333249988
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas y Bebidas SA (Grupo);000 litres;2016;Sat, 31 December 2016;4;1,289277358
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas y Bebidas SA (Grupo);000 litres;2017;31-Dec-17;5;1,27721345
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas y Bebidas SA (Grupo);000 litres;2018;31 12 2018;6;1,267531252
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas y Bebidas SA (Grupo);000 litres;2019;31-Dec-19;7;1,29442715
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Kopparbergs Bryggeri AB;000 litres;2016;31-12-16;4;0,98756497
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Kopparbergs Bryggeri AB;000 litres;2017;31-12-17;5;1,035650012
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Kopparbergs Bryggeri AB;000 litres;2018;Monday, 31 Dec 2018;6;1,104989764
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Kopparbergs Bryggeri AB;000 litres;2019;31 12 2019;7;1,182350966
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;G & J Greenall Group Ltd;000 litres;2016;31-12-16;4;0,754320033
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;G & J Greenall Group Ltd;000 litres;2017;31-12-17;5;0,790450983
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;G & J Greenall Group Ltd;000 litres;2018;Mon, 31 December 2018;6;0,825619996
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;G & J Greenall Group Ltd;000 litres;2019;31-Dec-19;7;0,880087715
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Behn GetrÃ¤nke GmbH;000 litres;2016;31-12-16;4;1,360436164
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Behn GetrÃ¤nke GmbH;000 litres;2017;Sunday, 31 Dec 2017;5;1,312998341
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Behn GetrÃ¤nke GmbH;000 litres;2018;31-12-18;6;1,257195544
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Behn GetrÃ¤nke GmbH;000 litres;2019;31-Dec-19;7;1,125190441
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Casa Vinicola Canella SpA;000 litres;2016;Sat, 31 December 2016;4;0,869484712
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Casa Vinicola Canella SpA;000 litres;2017;31-12-17;5;0,872688179
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Casa Vinicola Canella SpA;000 litres;2018;31 12 2018;6;0,868752577
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Casa Vinicola Canella SpA;000 litres;2019;31 12 2019;7;0,859431823
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Illva Saronno SpA;000 litres;2016;31 12 2016;4;0,943244848
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Illva Saronno SpA;000 litres;2017;31 12 2017;5;0,902955796
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Illva Saronno SpA;000 litres;2018;31-Dec-18;6;0,862322845
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Illva Saronno SpA;000 litres;2019;Tuesday, 31 Dec 2019;7;0,85839999
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Rimuss & Weinkellerei Rahm AG;000 litres;2016;31 12 2016;4;0,790424418
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Rimuss & Weinkellerei Rahm AG;000 litres;2017;Sunday, 31 Dec 2017;5;0,824710433
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Rimuss & Weinkellerei Rahm AG;000 litres;2018;Mon, 31 December 2018;6;0,856313394
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Rimuss & Weinkellerei Rahm AG;000 litres;2019;31-12-19;7;0,859659527
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;RÃ©my Cointreau Group;000 litres;2016;Sat, 31 December 2016;4;1,25167311
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;RÃ©my Cointreau Group;000 litres;2017;31-Dec-17;5;1,222134032
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;RÃ©my Cointreau Group;000 litres;2018;Monday, 31 Dec 2018;6;1,196196921
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;RÃ©my Cointreau Group;000 litres;2019;31 12 2019;7;1,109125625
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Laitilan Wirvoitusjuomatehdas Oy;000 litres;2016;31-Dec-16;4;0,917003107
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Laitilan Wirvoitusjuomatehdas Oy;000 litres;2017;Sunday, 31 Dec 2017;5;0,929076274
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Laitilan Wirvoitusjuomatehdas Oy;000 litres;2018;31-12-18;6;0,930665612
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Laitilan Wirvoitusjuomatehdas Oy;000 litres;2019;31 12 2019;7;0,862037547
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Fentimans Ltd;000 litres;2016;Sat, 31 December 2016;4;0,820229968
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Fentimans Ltd;000 litres;2017;Sunday, 31 Dec 2017;5;0,807559989
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Fentimans Ltd;000 litres;2018;Mon, 31 December 2018;6;0,798284832
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Fentimans Ltd;000 litres;2019;31-12-19;7;0,790133605
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Diwisa Distillerie Willisau SA;000 litres;2016;31-12-16;4;0,72303464
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Diwisa Distillerie Willisau SA;000 litres;2017;Sunday, 31 Dec 2017;5;0,743279641
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Diwisa Distillerie Willisau SA;000 litres;2018;31 12 2018;6;0,755563929
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Diwisa Distillerie Willisau SA;000 litres;2019;Tuesday, 31 Dec 2019;7;0,753126328
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Altia Oyj;000 litres;2016;Saturday, 31 Dec 2016;4;0,889787135
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Altia Oyj;000 litres;2017;31 12 2017;5;0,821255319
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Altia Oyj;000 litres;2018;31-12-18;6;0,714135156
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Altia Oyj;000 litres;2019;Tuesday, 31 Dec 2019;7;0,708563878
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Renmark SA;000 litres;2018;Monday, 31 Dec 2018;6;0,1815126
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Renmark SA;000 litres;2019;Tuesday, 31 Dec 2019;7;0,537686335
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Toschi Vignola Srl;000 litres;2016;Saturday, 31 Dec 2016;4;0,706389169
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Toschi Vignola Srl;000 litres;2017;31-Dec-17;5;0,698821855
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Toschi Vignola Srl;000 litres;2018;Monday, 31 Dec 2018;6;0,692742042
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Toschi Vignola Srl;000 litres;2019;31 12 2019;7;0,687500035
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Viticoltori Ponte Srl;000 litres;2018;31-12-18;6;0,313873638
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Viticoltori Ponte Srl;000 litres;2019;31 12 2019;7;0,50701473
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Accolade Wines Ltd;000 litres;2016;Saturday, 31 Dec 2016;4;0,597770508
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Accolade Wines Ltd;000 litres;2017;31-12-17;5;0,62126042
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Accolade Wines Ltd;000 litres;2018;Monday, 31 Dec 2018;6;0,638179379
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Accolade Wines Ltd;000 litres;2019;31-12-19;7;0,653849598
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Edrington Group;000 litres;2016;31 12 2016;4;0,519350282
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Edrington Group;000 litres;2017;Sunday, 31 Dec 2017;5;0,565765582
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Edrington Group;000 litres;2018;31-Dec-18;6;0,595151423
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Edrington Group;000 litres;2019;Tue, 31 December 2019;7;0,619201695
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;GrÃ¤flich von Hardenberg'sche Kornbrennerei GmbH & Co KG;000 litres;2016;Saturday, 31 Dec 2016;4;0,61389176
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;GrÃ¤flich von Hardenberg'sche Kornbrennerei GmbH & Co KG;000 litres;2017;31-12-17;5;0,617569037
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;GrÃ¤flich von Hardenberg'sche Kornbrennerei GmbH & Co KG;000 litres;2018;Monday, 31 Dec 2018;6;0,601744765
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;GrÃ¤flich von Hardenberg'sche Kornbrennerei GmbH & Co KG;000 litres;2019;31-12-19;7;0,587974943
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Marie Brizard & Roger International SAS;000 litres;2019;31-12-19;7;0,924000033
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bottega SpA;000 litres;2017;31-Dec-17;5;0,562373031
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bottega SpA;000 litres;2018;31-12-18;6;0,539878036
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bottega SpA;000 litres;2019;Tuesday, 31 Dec 2019;7;0,531500016
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Lucas Bols BV;000 litres;2016;Sat, 31 December 2016;4;0,548806692
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Lucas Bols BV;000 litres;2017;Sunday, 31 Dec 2017;5;0,552053065
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Lucas Bols BV;000 litres;2018;Monday, 31 Dec 2018;6;0,542259757
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Lucas Bols BV;000 litres;2019;31-12-19;7;0,500970598
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;William Grant & Sons Ltd;000 litres;2016;31-12-16;4;0,71924559
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;William Grant & Sons Ltd;000 litres;2017;31-Dec-17;5;0,598240138
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;William Grant & Sons Ltd;000 litres;2018;Monday, 31 Dec 2018;6;0,516217391
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;William Grant & Sons Ltd;000 litres;2019;31 12 2019;7;0,485598326
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Hooghoudt Distillery BV;000 litres;2016;Sat, 31 December 2016;4;0,395074453
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Hooghoudt Distillery BV;000 litres;2017;31-Dec-17;5;0,394912785
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Hooghoudt Distillery BV;000 litres;2018;Monday, 31 Dec 2018;6;0,396277314
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Hooghoudt Distillery BV;000 litres;2019;31-12-19;7;0,3927811
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas Roqueta SA;000 litres;2016;31 12 2016;4;0,372672249
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas Roqueta SA;000 litres;2017;31-Dec-17;5;0,349410928
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas Roqueta SA;000 litres;2018;31-12-18;6;0,330542721
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bodegas Roqueta SA;000 litres;2019;31 12 2019;7;0,327500018
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Asahi Group Holdings Ltd;000 litres;2016;Saturday, 31 Dec 2016;4;0,421320003
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Asahi Group Holdings Ltd;000 litres;2017;31 12 2017;5;0,35723999
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Asahi Group Holdings Ltd;000 litres;2018;31 12 2018;6;0,296191932
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Asahi Group Holdings Ltd;000 litres;2019;31-12-19;7;0,241236844
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Siebrand Groep BV;000 litres;2016;Sat, 31 December 2016;4;0,32726321
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Siebrand Groep BV;000 litres;2017;31-12-17;5;0,317647201
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Siebrand Groep BV;000 litres;2018;Monday, 31 Dec 2018;6;0,309152554
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Siebrand Groep BV;000 litres;2019;Tuesday, 31 Dec 2019;7;0,300564118
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;LWC Drinks Ltd;000 litres;2016;31 12 2016;4;0,324019998
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;LWC Drinks Ltd;000 litres;2017;31 12 2017;5;0,242630014
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;LWC Drinks Ltd;000 litres;2018;31-12-18;6;0,180157869
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;LWC Drinks Ltd;000 litres;2019;31-12-19;7;0,129580538
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Anheuser-Busch InBev NV;000 litres;2016;Saturday, 31 Dec 2016;4;0,407304988
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Anheuser-Busch InBev NV;000 litres;2017;Sunday, 31 Dec 2017;5;0,329011606
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Anheuser-Busch InBev NV;000 litres;2018;Monday, 31 Dec 2018;6;0,249363496
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Anheuser-Busch InBev NV;000 litres;2019;31 12 2019;7;0,145363403
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Unicer - Bebidas de Portugal SA;000 litres;2016;31-Dec-16;4;1,436640072
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Unicer - Bebidas de Portugal SA;000 litres;2017;Sunday, 31 Dec 2017;5;1,567648994
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Unicer - Bebidas de Portugal SA;000 litres;2018;31 12 2018;6;1,696940001
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Unicer - Bebidas de Portugal SA;000 litres;2019;Tuesday, 31 Dec 2019;7;1,920208929
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;BelvÃ©dÃ¨re SA;000 litres;2016;31-12-16;4;0,994833463
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;BelvÃ©dÃ¨re SA;000 litres;2017;31-12-17;5;1,030099983
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;BelvÃ©dÃ¨re SA;000 litres;2018;31 12 2018;6;1,071990018
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Imagen Drinks Ltd;000 litres;2016;31 12 2016;4;0,018636673
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Imagen Drinks Ltd;000 litres;2017;31-12-17;5;0,007454669
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Imagen Drinks Ltd;000 litres;2018;31-Dec-18;6;0,003354601
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Beam Inc;000 litres;2016;31 12 2016;4;1,989607442
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Beam Inc;000 litres;2017;31-12-17;5;2,215483587
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Heineken NV;000 litres;2016;31-12-16;4;20,15510634
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Heineken NV;000 litres;2017;Sunday, 31 Dec 2017;5;0,050609904
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Brauerei C & A Veltins GmbH & Co KG;000 litres;2016;31-Dec-16;4;7,455160296
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Distilleria Bottega Srl;000 litres;2016;31-12-16;4;0,589523324
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Private Label;000 litres;2016;31-12-16;4;67,06939985
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Private Label;000 litres;2017;Sunday, 31 Dec 2017;5;72,23338879
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Private Label;000 litres;2018;31 12 2018;6;75,13189669
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Private Label;000 litres;2019;31-12-19;7;75,92633709
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Others;000 litres;2016;31-12-16;4;61,49615951
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Others;000 litres;2017;31 12 2017;5;74,22325127
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Others;000 litres;2018;31 12 2018;6;72,57858514
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Others;000 litres;2019;31 12 2019;7;74,85743353
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Bacardi & Co Ltd;000 litres;2021;Friday, 31 Dec 2021;9;34,99650585
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Diageo Plc;000 litres;2021;Friday, 31 Dec 2021;9;34,81683964
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Beverage Brands (UK) Ltd;000 litres;2021;31 12 2021;9;27,41794711
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;J GarcÃ­a CarriÃ³n SA;000 litres;2021;Fri, 31 December 2021;9;24,47604132
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Halewood International Ltd;000 litres;2021;31-Dec-21;9;24,15534802
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Suntory Holdings Ltd;000 litres;2021;31 12 2021;9;21,33080004
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Campari Milano SpA, Davide;000 litres;2021;31-12-21;9;20,15628273
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Royal Unibrew A/S;000 litres;2021;31-Dec-21;9;15,12265273
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Brown-Forman Corp;000 litres;2021;Friday, 31 Dec 2021;9;14,79002476
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;RotkÃ¤ppchen-Mumm Sektkellereien GmbH;000 litres;2021;31-12-21;9;10,77911424
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Productos Derivados del Vino SA;000 litres;2021;31 12 2021;9;10,60793682
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Carlsberg A/S;000 litres;2021;Friday, 31 Dec 2021;9;10,52575222
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Peter Herres Wein- & Sektkellerei GmbH;000 litres;2021;31 12 2021;9;10,24006973
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Mertes KG Weinkellerei, Peter;000 litres;2021;Friday, 31 Dec 2021;9;7,088825224
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Olvi Oyj;000 litres;2021;31-Dec-21;9;6,418472243
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Berentzen-Gruppe AG;000 litres;2021;31-12-21;9;6,11143303
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Oetker-Gruppe;000 litres;2021;31-12-21;9;6,038429807
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;La Martiniquaise SVS;000 litres;2021;31 12 2021;9;5,861794641
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Katlenburger Kellerei Dr Demuth GmbH & Co KG;000 litres;2021;Friday, 31 Dec 2021;9;4,683114726
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Pernod Ricard Groupe;000 litres;2021;31-Dec-21;9;3,526701844
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Drinks & Food Vertriebs GmbH;000 litres;2021;31 12 2021;9;2,324193625
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Stock Spirits Group;000 litres;2021;Friday, 31 Dec 2021;9;2,304223113
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Giacobazzi Grandi Vini;000 litres;2021;31-12-21;9;2,158974132
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Dragonyte Brewery;000 litres;2021;31 12 2021;9;1,997990647
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Super Bock Group SGPS SA;000 litres;2021;31 12 2021;9;1,990604001
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;Global Brands Ltd;000 litres;2021;31-Dec-21;9;1,912428272
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;KrÃ¶nleins Bryggeri AB;000 litres;2021;31-Dec-21;9;1,758428649
;;;;;;;;;;
7;Alcoholic Drinks;16;1;Total Volume;FÃ©lix SolÃ­s Avantis SA;000 litres;2021;31-12-21;9;1,711542159
;;;;;;;;;;
